Date,Close,High,Low,Open,Vol,Change_%
,GC=F,GC=F,GC=F,GC=F,GC=F,
2025-02-24,2947.89990234375,2957.89990234375,2933.10009765625,2933.10009765625,415,0.3506197012900891
2025-02-25,2904.5,2943.199951171875,2890.0,2938.699951171875,1854,-1.4722312080286182
2025-02-26,2916.800048828125,2917.0,2913.0,2913.5,2050,0.4234824867662246
2025-02-27,2883.199951171875,2922.800048828125,2870.39990234375,2918.5,3215,-1.1519506683274172
2025-02-28,2836.800048828125,2877.10009765625,2834.10009765625,2877.10009765625,990,-1.6093196146486743
2025-03-03,2890.199951171875,2891.800048828125,2863.39990234375,2872.699951171875,423,1.8823992323959926
2025-03-04,2909.60009765625,2927.89990234375,2886.10009765625,2886.10009765625,885,0.6712389043017186
2025-03-05,2915.300048828125,2922.0,2893.0,2916.699951171875,551,0.19590153218878026
2025-03-06,2916.60009765625,2918.60009765625,2903.800048828125,2904.0,870,0.04459399740508463
2025-03-07,2904.699951171875,2927.300048828125,2900.5,2900.89990234375,531,-0.40801433470216697
2025-03-10,2891.0,2915.10009765625,2880.199951171875,2910.10009765625,55,-0.47164772273114997
2025-03-11,2912.89990234375,2916.699951171875,2880.39990234375,2884.39990234375,197,0.7575199703822255
2025-03-12,2939.10009765625,2939.10009765625,2910.0,2912.0,213,0.8994540214519287
2025-03-13,2984.300048828125,2988.0,2935.199951171875,2937.10009765625,2366,1.5378840349098422
2025-03-14,2994.5,3004.800048828125,2986.0,2994.39990234375,1800,0.3417870524071498
2025-03-17,3000.0,3001.5,2989.0,2991.0,214,0.18367006177992806
2025-03-18,3035.10009765625,3039.199951171875,3004.39990234375,3006.39990234375,428,1.1700032552083295
2025-03-19,3035.89990234375,3050.89990234375,3030.89990234375,3035.199951171875,175,0.026351838877336498
2025-03-20,3040.0,3047.300048828125,3034.39990234375,3047.300048828125,185,0.13505378267197887
2025-03-21,3018.199951171875,3037.5,3000.89990234375,3034.5,151,-0.7171068693462179
2025-03-24,3013.10009765625,3024.300048828125,3006.0,3024.300048828125,137,-0.16897003505831343
2025-03-25,3023.699951171875,3028.800048828125,3023.699951171875,3026.39990234375,74,0.3517922794489925
2025-03-26,3020.89990234375,3033.199951171875,3019.5,3033.199951171875,83,-0.0926033956193284
2025-03-27,3060.199951171875,3065.0,3025.5,3025.5,124359,1.3009384653107636
2025-03-28,3086.5,3094.89990234375,3066.800048828125,3069.699951171875,31206,0.8594225621777918
2025-03-31,3122.800048828125,3132.5,3086.0,3091.0,3438,1.1760910036651584
2025-04-01,3118.89990234375,3149.5,3104.0,3129.699951171875,1721,-0.12489260994595908
2025-04-02,3139.89990234375,3168.60009765625,3117.39990234375,3120.699951171875,5946,0.6733143306144385
2025-04-03,3097.0,3166.89990234375,3052.0,3150.0,5516,-1.3662824828182485
2025-04-04,3012.0,3127.699951171875,3011.0,3110.5,3247,-2.744591540200192
2025-04-07,2951.300048828125,3050.800048828125,2949.699951171875,3016.39990234375,4424,-2.0152706232362205
2025-04-08,2968.39990234375,3014.5,2968.39990234375,2994.0,3213,0.579400712659317
2025-04-09,3056.5,3090.39990234375,2965.800048828125,2965.800048828125,2175,2.9679322380616213
2025-04-10,3155.199951171875,3167.0,3072.10009765625,3073.89990234375,3456,3.22918210933667
2025-04-11,3222.199951171875,3235.0,3182.10009765625,3182.10009765625,862,2.123478734687345
2025-04-14,3204.800048828125,3228.800048828125,3194.5,3215.5,263,-0.5400007016144959
2025-04-15,3218.699951171875,3218.699951171875,3214.0,3216.0,390,0.4337213595847489
2025-04-16,3326.60009765625,3334.89990234375,3238.300048828125,3238.300048828125,1874,3.352289685936416
2025-04-17,3308.699951171875,3345.0,3287.800048828125,3345.0,824,-0.5380913232397977
2025-04-21,3406.199951171875,3418.5,3342.199951171875,3342.199951171875,78,2.9467767231497577
2025-04-22,3400.800048828125,3485.60009765625,3361.699951171875,3422.199951171875,785,-0.15853157246075167
2025-04-23,3276.300048828125,3370.300048828125,3256.199951171875,3321.199951171875,331,-3.660903264303972
2025-04-24,3332.0,3353.89990234375,3304.89990234375,3305.39990234375,560,1.7000869988021305
2025-04-25,3282.39990234375,3355.5,3266.10009765625,3355.5,162,-1.4885983690351101
2025-04-28,3332.5,3332.5,3284.5,3284.5,1300,1.5263252238240987
2025-04-29,3318.800048828125,3340.0,3299.89990234375,3340.0,1278,-0.41110131048387455
2025-04-30,3305.0,3318.699951171875,3268.0,3318.699951171875,207,-0.4158144095784855
2025-05-01,3210.0,3275.0,3198.60009765625,3272.89990234375,2131,-2.874432677760963
2025-05-02,3231.89990234375,3257.0,3225.0,3239.89990234375,1349,0.6822399484034181
2025-05-05,3311.300048828125,3315.699951171875,3239.699951171875,3242.699951171875,244,2.456763788593652
2025-05-06,3411.39990234375,3430.89990234375,3356.800048828125,3365.5,2357,3.022977442079
2025-05-07,3381.39990234375,3418.699951171875,3364.699951171875,3418.699951171875,1080,-0.8794043752944014
2025-05-08,3296.60009765625,3390.0,3288.699951171875,3390.0,200,-2.507831286938955
2025-05-09,3335.39990234375,3335.5,3299.0,3299.0,216,1.1769642522029056
2025-05-12,3220.0,3300.699951171875,3205.0,3300.699951171875,886,-3.4598520633960517
2025-05-13,3240.300048828125,3251.39990234375,3223.5,3232.0,2424,0.6304362990100953
2025-05-14,3181.39990234375,3233.0,3171.699951171875,3233.0,3518,-1.817737419276233
2025-05-15,3220.699951171875,3228.10009765625,3125.0,3151.0,652,1.2353067842610033
2025-05-16,3182.0,3228.10009765625,3173.89990234375,3227.699951171875,199,-1.201600638326883
2025-05-19,3228.89990234375,3241.0,3228.300048828125,3234.39990234375,266,1.473912707220304
2025-05-20,3280.300048828125,3293.199951171875,3207.5,3219.0,356,1.5918779782261305
2025-05-21,3309.300048828125,3317.5,3290.199951171875,3293.39990234375,979,0.8840654686561367
2025-05-22,3292.300048828125,3328.0,3282.699951171875,3327.300048828125,1210,-0.5137037968503289
2025-05-23,3363.60009765625,3363.60009765625,3323.5,3328.0,47,2.1656607165408293
2025-05-27,3299.10009765625,3341.0,3296.300048828125,3332.5,189,-1.91758824257805
2025-05-28,3293.60009765625,3293.60009765625,3293.60009765625,3293.60009765625,127758,-0.16671212867737095
2025-05-29,3317.10009765625,3328.800048828125,3242.39990234375,3283.699951171875,24370,0.7135049581982633
2025-05-30,3288.89990234375,3318.0,3270.89990234375,3315.10009765625,2213,-0.8501460457109866
2025-06-02,3370.60009765625,3380.800048828125,3296.89990234375,3296.89990234375,976,2.4841192416430236
2025-06-03,3350.199951171875,3390.0,3331.300048828125,3385.10009765625,6410,-0.6052378179944973
2025-06-04,3373.5,3380.0,3344.0,3355.0,207,0.6954823344193173
2025-06-05,3350.699951171875,3400.0,3343.699951171875,3371.5,731,-0.67585738337409
2025-06-06,3322.699951171875,3364.300048828125,3306.0,3364.300048828125,81,-0.8356462950437349
2025-06-09,3332.10009765625,3334.60009765625,3290.0,3315.60009765625,1887,0.2829068715957783
2025-06-10,3320.89990234375,3344.300048828125,3302.0,3302.0,65,-0.3361302177079861
2025-06-11,3321.300048828125,3356.0,3321.300048828125,3328.0,2106,0.01204933891842952
2025-06-12,3380.89990234375,3395.89990234375,3353.39990234375,3363.0,1818,1.7944736289831509
2025-06-13,3431.199951171875,3444.0,3407.300048828125,3407.300048828125,499,1.4877710160320134
2025-06-16,3396.39990234375,3442.0,3385.39990234375,3442.0,480,-1.0142238669664128
2025-06-17,3386.60009765625,3398.300048828125,3376.10009765625,3398.300048828125,1477,-0.2885350656363417
2025-06-18,3389.800048828125,3391.89990234375,3365.10009765625,3385.300048828125,0,0.09448860448830754
2025-06-20,3368.10009765625,3372.89990234375,3341.0,3350.0,709,-0.6401543117381503
2025-06-23,3377.699951171875,3387.89990234375,3350.0,3365.89990234375,30,0.285022809218316
2025-06-24,3317.39990234375,3358.0,3301.0,3358.0,538,-1.7852399472962133
2025-06-25,3327.10009765625,3331.199951171875,3310.60009765625,3321.60009765625,373,0.29240355694371
2025-06-26,3333.5,3333.5,3332.39990234375,3332.39990234375,2058,0.19235677184039623
2025-06-27,3273.699951171875,3318.699951171875,3253.800048828125,3318.699951171875,284,-1.7939117692552853
2025-06-30,3294.39990234375,3306.89990234375,3262.0,3265.89990234375,1242,0.6323105807074736
2025-07-01,3336.699951171875,3354.10009765625,3310.10009765625,3310.10009765625,371,1.2839986061810915
2025-07-02,3348.0,3357.5,3329.0,3329.0,39,0.338659423786547
2025-07-03,3331.60009765625,3362.0,3322.300048828125,3362.0,0,-0.48984176653972256
2025-07-04,3332.5,3342.0,3332.5,3342.0,0,0.027011115301123212
2025-07-07,3332.199951171875,3333.300048828125,3299.199951171875,3305.5,254,-0.009003715772692988
2025-07-08,3307.0,3334.5,3287.60009765625,3330.39990234375,909,-0.7562556731630865
2025-07-09,3311.60009765625,3314.0,3282.0,3289.39990234375,114,0.13910183417751298
2025-07-10,3317.39990234375,3330.5,3311.60009765625,3323.60009765625,209,0.17513602235985637
2025-07-11,3356.0,3370.0,3330.5,3330.5,776,1.1635648035372315
2025-07-14,3351.5,3375.5,3350.0,3367.0,583,-0.1340882002383803
2025-07-15,3329.800048828125,3341.0,3329.800048828125,3341.0,210,-0.6474698246121124
2025-07-16,3352.5,3352.89990234375,3329.5,3341.199951171875,10,0.6817211495886655
2025-07-17,3340.10009765625,3340.800048828125,3313.800048828125,3313.800048828125,667,-0.3698703159955241
2025-07-18,3353.0,3353.0,3338.199951171875,3338.199951171875,602,0.3862130465132507
2025-07-21,3401.89990234375,3411.699951171875,3350.300048828125,3350.300048828125,53,1.4583925542424714
2025-07-22,3439.199951171875,3441.0,3395.60009765625,3411.0,39,1.0964475704422494
2025-07-23,3394.10009765625,3433.89990234375,3388.10009765625,3430.300048828125,63,-1.3113472364483347
2025-07-24,3371.0,3371.0,3367.0,3367.0,1175,-0.6805956510299027
2025-07-25,3334.0,3345.0,3326.5,3344.0,67,-1.097597152180363
2025-07-28,3309.10009765625,3326.800048828125,3309.10009765625,3326.60009765625,533,-0.7468477007723462
2025-07-29,3323.39990234375,3323.39990234375,3323.39990234375,3323.39990234375,113144,0.432135754902907
2025-07-30,3295.800048828125,3331.800048828125,3263.89990234375,3325.800048828125,19252,-0.8304704316853595
