Date,Actual_Close_USD,Predicted_Close_USD
2025-03-11,2916.04,3576.971471745968
2025-03-12,2932.06,3058.928784354925
2025-03-13,2987.75,2961.126434260607
2025-03-14,2984.42,3170.0560423874854
2025-03-17,3001.47,3240.6608475196363
2025-03-18,3033.95,3510.949067025185
2025-03-19,3047.18,3431.6654437947273
2025-03-20,3044.41,3727.43051420927
2025-03-21,3023.63,3315.2306973987816
2025-03-24,3012.27,3554.247515425682
2025-03-25,3019.85,3608.350281667709
2025-03-26,3019.29,3176.818348426819
2025-03-27,3056.1,3462.9471003508565
2025-03-28,3084.03,3345.145190204382
2025-03-31,3123.05,3550.082226797342
2025-04-01,3110.55,3623.794212458133
2025-04-02,3133.57,3812.284047838449
2025-04-03,3112.83,3468.8060959863665
2025-04-04,3037.36,3544.4259578514097
2025-04-07,2982.54,3251.541268830895
2025-04-08,2983.78,3335.6941107976436
2025-04-09,3082.18,3335.4507955908775
2025-04-10,3173.92,3526.055767688751
2025-04-11,3236.21,3394.0413996350767
2025-04-14,3209.28,3947.33499830842
2025-04-15,3227.6,4014.9669104528425
2025-04-16,3343.22,3892.035086705684
2025-04-17,3327.54,3647.6822819948193
2025-04-21,3424.3,3794.9430356621738
2025-04-22,3382.54,3265.1979015386105
2025-04-23,3288.26,3583.1823784613607
2025-04-24,3349.1,4297.213413887023
2025-04-25,3319.45,3954.813432600498
2025-04-28,3341.67,4170.005114881992
2025-04-29,3317.18,3980.66032988429
2025-04-30,3288.59,3744.1506084311004
2025-05-01,3241.0,4216.379222941398
2025-05-02,3240.88,3815.1071087467667
2025-05-05,3334.5,3578.644884494543
2025-05-06,3430.21,3296.555769512653
2025-05-07,3365.21,3411.2040814113616
2025-05-08,3305.52,4213.583364975452
2025-05-09,3324.63,3500.383530566692
2025-05-12,3234.7,3805.017191987037
2025-05-13,3248.47,4384.375095586776
2025-05-14,3178.75,2827.4855029702185
2025-05-15,3240.87,3651.1068301844593
2025-05-16,3202.77,4187.188954502344
2025-05-19,3229.85,3723.998625543117
2025-05-20,3290.12,4154.250509217977
2025-05-21,3314.99,3657.0029599952695
2025-05-22,3295.0,3895.8797692275043
2025-05-23,3357.42,3815.6138175225256
2025-05-26,3342.94,3720.3761003839963
2025-05-27,3300.68,4276.307304985523
2025-05-28,3289.76,3252.3671803867815
2025-05-29,3317.02,3104.267237536907
2025-05-30,3289.4,3983.720013211965
2025-06-02,3380.21,4446.147148510217
2025-06-03,3352.25,3622.0348729550838
2025-06-04,3376.54,4361.178758013248
2025-06-05,3354.16,3997.0535570049283
2025-06-06,3310.17,4206.6954072499275
2025-06-09,3328.33,3392.165044300556
2025-06-10,3323.02,4090.941274154186
2025-06-11,3353.84,3618.224302059412
2025-06-12,3385.29,3611.409749099016
2025-06-13,3432.64,3812.1504079866404
2025-06-16,3383.2,4513.6009461510175
2025-06-17,3388.74,3791.09986441493
2025-06-18,3369.09,4199.131909788846
2025-06-19,3370.75,3989.8298804271217
2025-06-20,3368.23,4043.966758295297
2025-06-23,3368.88,3654.406806169748
2025-06-24,3324.2,4071.301181554794
2025-06-25,3332.46,3806.716296403408
2025-06-26,3328.06,4278.802851103544
2025-06-27,3274.25,3889.780912727117
2025-06-30,3303.69,4162.881398322582
2025-07-01,3339.21,3932.258954929113
2025-07-02,3357.36,3696.053431458473
2025-07-03,3326.57,4186.2066260278225
2025-07-04,3336.64,3802.728474589586
2025-07-07,3335.61,3788.4721897196764
2025-07-08,3300.7,3866.8009033143517
2025-07-09,3313.72,4253.389689623117
2025-07-10,3323.07,3484.4810358905793
2025-07-11,3355.91,3917.4104663217063
2025-07-14,3343.8,4051.4721796333783
2025-07-15,3322.63,3906.313393005132
2025-07-16,3346.58,4087.0408903694147
2025-07-17,3338.95,4188.915693653821
2025-07-18,3350.4,3892.541579585075
2025-07-21,3395.8,3777.1240289270872
2025-07-22,3431.5,4067.6799517738814
2025-07-23,3387.78,3984.6701731276507
2025-07-24,3368.15,4034.1067711675164
2025-07-25,3337.18,3900.0377173793313
2025-07-28,3314.64,4207.174049497842
2025-07-29,3326.84,3987.0005585241315
2025-07-30,3275.25,3734.5715024781225
2025-07-31,3290.32,4113.671491469145
2025-08-01,3362.88,3949.946480776071
2025-08-03,3362.13,4039.106283361911
2025-08-04,3373.37,4096.991985764503
2025-08-05,3381.27,4033.2749224615095
2025-08-06,3369.04,3891.2554849207395
2025-08-07,3397.31,3988.8773456513877
2025-08-08,3398.78,3993.6816875290865
2025-08-10,3391.57,3853.3287540531155
2025-08-11,3344.94,3681.712299315929
